Freq.	V(vout)
2.34422881531991e+03	(2.00292568598615e-01dB,1.21157832400232e+01°)
2.39883291901947e+03	(1.91338387181891e-01dB,1.18217078724594e+01°)
2.45470891568501e+03	(1.82769674575012e-01dB,1.15354043623886e+01°)
2.51188643150956e+03	(1.74570750301990e-01dB,1.12566181045917e+01°)
2.57039578276885e+03	(1.66726476305487e-01dB,1.09851055927816e+01°)
2.63026799189536e+03	(1.59222249085977e-01dB,1.07206337904039e+01°)
2.69153480392690e+03	(1.52043990448577e-01dB,1.04629795427882e+01°)
2.75422870333815e+03	(1.45178137112580e-01dB,1.02119290277395e+01°)
2.81838293126443e+03	(1.38611629405080e-01dB,9.96727724187013e+00°)
2.88403150312658e+03	(1.32331899230573e-01dB,9.72882752016087e+00°)
2.95120922666636e+03	(1.26326857482743e-01dB,9.49639108642427e+00°)
3.01995172040199e+03	(1.20584881042028e-01dB,9.26978663250872e+00°)
3.09029543251357e+03	(1.15094799482675e-01dB,9.04883992423888e+00°)
3.16227766016836e+03	(1.09845881595856e-01dB,8.83338343223221e+00°)
3.23593656929626e+03	(1.04827821819951e-01dB,8.62325598586664e+00°)
3.31131121482589e+03	(1.00030726656094e-01dB,8.41830244879888e+00°)
3.38844156139200e+03	(9.54451011351392e-02dB,8.21837341454836e+00°)
3.46736850452529e+03	(9.10618353924691e-02dB,8.02332492076993e+00°)
3.54813389233573e+03	(8.68721913975890e-02dB,7.83301818093667e+00°)
3.63078054770099e+03	(8.28677898781915e-02dB,7.64731933224771e+00°)
3.71535229097170e+03	(7.90405974713127e-02dB,7.46609919865956e+00°)
3.80189396320558e+03	(7.53829141283813e-02dB,7.28923306802031e+00°)
3.89045144994278e+03	(7.18873607957904e-02dB,7.11660048235759e+00°)
3.98107170553494e+03	(6.85468673880908e-02dB,6.94808504044005e+00°)
4.07380277804110e+03	(6.53546610672083e-02dB,6.78357421179425e+00°)
4.16869383470332e+03	(6.23042548373616e-02dB,6.62295916141726e+00°)
4.26579518801589e+03	(5.93894364628272e-02dB,6.46613458447905e+00°)
4.36515832240162e+03	(5.66042577129763e-02dB,6.31299855035833e+00°)
4.46683592150960e+03	(5.39430239367721e-02dB,6.16345235540213e+00°)
4.57088189614871e+03	(5.14002839673083e-02dB,6.01740038384181e+00°)
4.67735141287194e+03	(4.89708203551079e-02dB,5.87474997633811e+00°)
4.78630092322634e+03	(4.66496399278343e-02dB,5.73541130566425e+00°)
4.89778819368442e+03	(4.44319646726220e-02dB,5.59929725907080e+00°)
5.01187233627268e+03	(4.23132229366674e-02dB,5.46632332690659e+00°)
5.12861383991361e+03	(4.02890409403329e-02dB,5.33640749710062e+00°)
5.24807460249768e+03	(3.83552345972405e-02dB,5.20947015513550e+00°)
5.37031796370248e+03	(3.65078016343563e-02dB,5.08543398916968e+00°)
5.49540873857620e+03	(3.47429140052843e-02dB,4.96422389998786e+00°)
5.62341325190344e+03	(3.30569105894618e-02dB,4.84576691548168e+00°)
5.75439937337152e+03	(3.14462901695751e-02dB,4.72999210938229e+00°)
5.88843655355584e+03	(2.99077046796184e-02dB,4.61683052398522e+00°)
6.02559586074353e+03	(2.84379527155905e-02dB,4.50621509662583e+00°)
6.16595001861477e+03	(2.70339733009288e-02dB,4.39808058967905e+00°)
6.30957344480188e+03	(2.56928398988317e-02dB,4.29236352387273e+00°)
6.45654229034650e+03	(2.44117546633744e-02dB,4.18900211471758e+00°)
6.60693448007590e+03	(2.31880429216800e-02dB,4.08793621186959e+00°)
6.76082975391976e+03	(2.20191478792684e-02dB,3.98910724125330e+00°)
6.91830970918931e+03	(2.09026255409170e-02dB,3.89245814978483e+00°)
7.07945784384132e+03	(1.98361398393826e-02dB,3.79793335254476e+00°)
7.24435960074984e+03	(1.88174579647382e-02dB,3.70547868226002e+00°)
7.41310241300911e+03	(1.78444458867315e-02dB,3.61504134096354e+00°)
7.58577575029177e+03	(1.69150640633769e-02dB,3.52656985370830e+00°)
7.76247116628685e+03	(1.60273633285921e-02dB,3.44001402422075e+00°)
7.94328234724275e+03	(1.51794809522491e-02dB,3.35532489238554e+00°)
8.12830516164092e+03	(1.43696368659046e-02dB,3.27245469346042e+00°)
8.31763771102664e+03	(1.35961300480068e-02dB,3.19135681892645e+00°)
8.51138038202369e+03	(1.28573350622043e-02dB,3.11198577888476e+00°)
8.70963589956073e+03	(1.21516987428088e-02dB,3.03429716591631e+00°)
8.91250938133738e+03	(1.14777370215915e-02dB,2.95824762032646e+00°)
9.12010839355902e+03	(1.08340318901620e-02dB,2.88379479670084e+00°)
9.33254300796983e+03	(1.02192284926807e-02dB,2.81089733170360e+00°)
9.54992586021428e+03	(9.63203234343781e-03dB,2.73951481305308e+00°)
9.77237220955802e+03	(9.07120666427151e-03dB,2.66960774961406e+00°)
9.99999999999991e+03	(8.53556983701021e-03dB,2.60113754254923e+00°)
1.02329299228075e+04	(8.02399296606445e-03dB,2.53406645747599e+00°)
1.04712854805089e+04	(7.53539754675701e-03dB,2.46835759757771e+00°)
1.07151930523760e+04	(7.06875323482641e-03dB,2.40397487762190e+00°)
1.09647819614318e+04	(6.62307571302623e-03dB,2.34088299884004e+00°)
1.12201845430195e+04	(6.19742465074158e-03dB,2.27904742462659e+00°)
1.14815362149687e+04	(5.79090175262713e-03dB,2.21843435701747e+00°)
1.17489755493952e+04	(5.40264889251851e-03dB,2.15901071390977e+00°)
1.20226443461740e+04	(5.03184632916312e-03dB,2.10074410698744e+00°)
1.23026877081237e+04	(4.67771100003286e-03dB,2.04360282031896e+00°)
1.25892541179416e+04	(4.33949489014951e-03dB,1.98755578959539e+00°)
1.28824955169312e+04	(4.01648347250103e-03dB,1.93257258197845e+00°)
1.31825673855640e+04	(3.70799421719650e-03dB,1.87862337653032e+00°)
1.34896288259164e+04	(3.41337516617533e-03dB,1.82567894519803e+00°)
1.38038426460287e+04	(3.13200357084769e-03dB,1.77371063432691e+00°)
1.41253754462274e+04	(2.86328458983091e-03dB,1.72269034667900e+00°)
1.44543977074591e+04	(2.60665004426210e-03dB,1.67259052393308e+00°)
1.47910838816819e+04	(2.36155722807843e-03dB,1.62338412964483e+00°)
1.51356124843619e+04	(2.12748777106289e-03dB,1.57504463264622e+00°)
1.54881661891247e+04	(1.90394655214493e-03dB,1.52754599086427e+00°)
1.58489319246110e+04	(1.69046066095339e-03dB,1.48086263554074e+00°)
1.62181009735891e+04	(1.48657840539548e-03dB,1.43496945583454e+00°)
1.65958690743755e+04	(1.29186836331349e-03dB,1.38984178379006e+00°)
1.69824365246173e+04	(1.10591847626269e-03dB,1.34545537965501e+00°)
1.73780082874936e+04	(9.28335183615441e-04dB,1.30178641753251e+00°)
1.77827941003891e+04	(7.58742595081168e-04dB,1.25881147135231e+00°)
1.81970085860997e+04	(5.96781700185959e-04dB,1.21650750114727e+00°)
1.86208713666285e+04	(4.42109612872813e-04dB,1.17485183962140e+00°)
1.90546071796323e+04	(2.94398849794172e-04dB,1.13382217899657e+00°)
1.94984459975803e+04	(1.53336640725652e-04dB,1.09339655812541e+00°)
1.99526231496886e+04	(1.86242698562164e-05dB,1.05355334985854e+00°)
2.04173794466951e+04	(-1.10023553655687e-04dB,1.01427124865459e+00°)
2.08929613085402e+04	(-2.32879296929544e-04dB,9.75529258422152e-01°)
2.13796208950221e+04	(-3.50203177835936e-04dB,9.37306680582929e-01°)
2.18776162394953e+04	(-4.62243713662935e-04dB,8.99583102346033e-01°)
2.23872113856832e+04	(-5.69238245435317e-04dB,8.62338385183458e-01°)
2.29086765276775e+04	(-6.71413438611409e-04dB,8.25552653497446e-01°)
2.34422881531990e+04	(-7.68985761512966e-04dB,7.89206283470357e-01°)
2.39883291901947e+04	(-8.62161942206728e-04dB,7.53279892088515e-01°)
2.45470891568501e+04	(-9.51139405040983e-04dB,7.17754326331067e-01°)
2.51188643150956e+04	(-1.03610668758281e-03dB,6.82610652515988e-01°)
2.57039578276884e+04	(-1.11724383882443e-03dB,6.47830145794854e-01°)
2.63026799189536e+04	(-1.19472279962853e-03dB,6.13394279788789e-01°)
2.69153480392689e+04	(-1.26870776600844e-03dB,5.79284716357876e-01°)
2.75422870333814e+04	(-1.33935553619081e-03dB,5.45483295496795e-01°)
2.81838293126443e+04	(-1.40681584205949e-03dB,5.11972025349299e-01°)
2.88403150312658e+04	(-1.47123166570441e-03dB,4.78733072334720e-01°)
2.95120922666636e+04	(-1.53273954181816e-03dB,4.45748751379618e-01°)
3.01995172040199e+04	(-1.59146984636763e-03dB,4.13001516247815e-01°)
3.09029543251356e+04	(-1.64754707245925e-03dB,3.80473949962392e-01°)
3.16227766016835e+04	(-1.70109009364689e-03dB,3.48148755313155e-01°)
3.23593656929625e+04	(-1.75221241549202e-03dB,3.16008745443420e-01°)
3.31131121482588e+04	(-1.80102241573238e-03dB,2.84036834509880e-01°)
3.38844156139199e+04	(-1.84762357367868e-03dB,2.52216028409465e-01°)
3.46736850452528e+04	(-1.89211468923758e-03dB,2.20529415567537e-01°)
3.54813389233572e+04	(-1.93459009207452e-03dB,1.88960157781076e-01°)
3.63078054770098e+04	(-1.97513984139033e-03dB,1.57491481111600e-01°)
3.71535229097169e+04	(-2.01384991653646e-03dB,1.26106666821890e-01°)
3.80189396320557e+04	(-2.05080239924330e-03dB,9.47890423508285e-02°)
3.89045144994277e+04	(-2.08607564737931e-03dB,6.35219723209473e-02°)
3.98107170553493e+04	(-2.11974446104381e-03dB,3.22888495731957e-02°)
4.07380277804108e+04	(-2.15188024098675e-03dB,1.07308622336352e-03°)
