Freq.	V(vout)
4.16869383470331e+04	(-2.18255114001029e-03dB,-3.01418952651657e-02°)
4.26579518801588e+04	(-2.21182220737181e-03dB,-6.13726709977048e-02°)
4.36515832240161e+04	(-2.23975552672099e-03dB,-9.26358245589202e-02°)
4.46683592150958e+04	(-2.26641034774526e-03dB,-1.23947955923221e-01°)
4.57088189614870e+04	(-2.29184321183082e-03dB,-1.55325690370004e-01°)
4.67735141287193e+04	(-2.31610807206801e-03dB,-1.86785687409424e-01°)
4.78630092322633e+04	(-2.33925640767321e-03dB,-2.18344649723255e-01°)
4.89778819368441e+04	(-2.36133733331438e-03dB,-2.50019332126838e-01°)
5.01187233627267e+04	(-2.38239770342806e-03dB,-2.81826550556993e-01°)
5.12861383991359e+04	(-2.40248221170065e-03dB,-3.13783191091034e-01°)
5.24807460249767e+04	(-2.42163348609225e-03dB,-3.45906219002568e-01°)
5.37031796370247e+04	(-2.43989217946708e-03dB,-3.78212687859033e-01°)
5.49540873857619e+04	(-2.45729705609890e-03dB,-4.10719748666318e-01°)
5.62341325190343e+04	(-2.47388507413965e-03dB,-4.43444659066039e-01°)
5.75439937337151e+04	(-2.48969146443467e-03dB,-4.76404792590605e-01°)
5.88843655355583e+04	(-2.50474980556252e-03dB,-5.09617647981515e-01°)
6.02559586074351e+04	(-2.51909209555036e-03dB,-5.43100858576476e-01°)
6.16595001861475e+04	(-2.53274882017578e-03dB,-5.76872201770556e-01°)
6.30957344480186e+04	(-2.54574901823185e-03dB,-6.10949608557457e-01°)
6.45654229034648e+04	(-2.55812034368374e-03dB,-6.45351173155712e-01°)
6.60693448007589e+04	(-2.56988912500977e-03dB,-6.80095162726351e-01°)
6.76082975391974e+04	(-2.58108042180098e-03dB,-7.15200027187076e-01°)
6.91830970918929e+04	(-2.59171807870375e-03dB,-7.50684409129129e-01°)
7.07945784384130e+04	(-2.60182477692626e-03dB,-7.86567153842805e-01°)
7.24435960074982e+04	(-2.61142208334420e-03dB,-8.22867319457162e-01°)
7.41310241300909e+04	(-2.62053049732513e-03dB,-8.59604187200627e-01°)
7.58577575029175e+04	(-2.62916949542861e-03dB,-8.96797271788154e-01°)
7.76247116628683e+04	(-2.63735757406108e-03dB,-9.34466331941501e-01°)
7.94328234724272e+04	(-2.64511229013051e-03dB,-9.72631381048871e-01°)
8.12830516164090e+04	(-2.65245029994591e-03dB,-1.01131269797071e+00°)
8.31763771102661e+04	(-2.65938739625241e-03dB,-1.05053083799798e+00°)
8.51138038202367e+04	(-2.66593854369426e-03dB,-1.09030664396974e+00°)
8.70963589956071e+04	(-2.67211791268617e-03dB,-1.13066125755748e+00°)
8.91250938133735e+04	(-2.67793891178558e-03dB,-1.17161613072246e+00°)
9.12010839355899e+04	(-2.68341421869323e-03dB,-1.21319303735392e+00°)
9.33254300796980e+04	(-2.68855580996467e-03dB,-1.25541408509556e+00°)
9.54992586021425e+04	(-2.69337498948591e-03dB,-1.29830172736754e+00°)
9.77237220955799e+04	(-2.69788241580567e-03dB,-1.34187877559199e+00°)
9.99999999999988e+04	(-2.70208812849966e-03dB,-1.38616841163041e+00°)
1.02329299228074e+05	(-2.70600157348024e-03dB,-1.43119420044032e+00°)
1.04712854805089e+05	(-2.70963162752216e-03dB,-1.47698010296053e+00°)
1.07151930523759e+05	(-2.71298662196801e-03dB,-1.52355048923307e+00°)
1.09647819614317e+05	(-2.71607436574717e-03dB,-1.57093015177105e+00°)
1.12201845430195e+05	(-2.71890216786847e-03dB,-1.61914431918153e+00°)
1.14815362149687e+05	(-2.72147685931518e-03dB,-1.66821867005286e+00°)
1.17489755493952e+05	(-2.72380481463638e-03dB,-1.71817934711648e+00°)
1.20226443461740e+05	(-2.72589197320492e-03dB,-1.76905297169286e+00°)
1.23026877081237e+05	(-2.72774386035985e-03dB,-1.82086665843262e+00°)
1.25892541179415e+05	(-2.72936560840056e-03dB,-1.87364803036294e+00°)
1.28824955169312e+05	(-2.73076197772197e-03dB,-1.92742523425091e+00°)
1.31825673855639e+05	(-2.73193737811780e-03dB,-1.98222695629525e+00°)
1.34896288259164e+05	(-2.73289589044856e-03dB,-2.03808243815800e+00°)
1.38038426460287e+05	(-2.73364128876610e-03dB,-2.09502149334922e+00°)
1.41253754462274e+05	(-2.73417706306620e-03dB,-2.15307452397687e+00°)
1.44543977074591e+05	(-2.73450644297507e-03dB,-2.21227253787575e+00°)
1.47910838816819e+05	(-2.73463242231283e-03dB,-2.27264716612882e+00°)
1.51356124843619e+05	(-2.73455778495745e-03dB,-2.33423068099595e+00°)
1.54881661891246e+05	(-2.73428513211994e-03dB,-2.39705601426430e+00°)
1.58489319246109e+05	(-2.73381691130201e-03dB,-2.46115677603663e+00°)
1.62181009735891e+05	(-2.73315544717241e-03dB,-2.52656727397305e+00°)
1.65958690743754e+05	(-2.73230297468707e-03dB,-2.59332253300380e+00°)
1.69824365246172e+05	(-2.73126167469600e-03dB,-2.66145831553016e+00°)
1.73780082874935e+05	(-2.73003371250302e-03dB,-2.73101114213196e+00°)
1.77827941003890e+05	(-2.72862127953347e-03dB,-2.80201831280120e+00°)
1.81970085860996e+05	(-2.72702663879676e-03dB,-2.87451792872112e+00°)
1.86208713666284e+05	(-2.72525217429126e-03dB,-2.94854891461258e+00°)
1.90546071796322e+05	(-2.72330044505484e-03dB,-3.02415104166875e+00°)
1.94984459975802e+05	(-2.72117424431812e-03dB,-3.10136495110162e+00°)
1.99526231496885e+05	(-2.71887666429105e-03dB,-3.18023217832401e+00°)
2.04173794466950e+05	(-2.71641116730524e-03dB,-3.26079517779231e+00°)
2.08929613085401e+05	(-2.71378166396996e-03dB,-3.34309734853636e+00°)
2.13796208950220e+05	(-2.71099259910559e-03dB,-3.42718306040367e+00°)
2.18776162394952e+05	(-2.70804904631033e-03dB,-3.51309768104767e+00°)
2.23872113856831e+05	(-2.70495681207438e-03dB,-3.60088760368956e+00°)
2.29086765276774e+05	(-2.70172255046610e-03dB,-3.69060027568648e+00°)
2.34422881531989e+05	(-2.69835388949749e-03dB,-3.78228422793878e+00°)
2.39883291901946e+05	(-2.69485957041711e-03dB,-3.87598910517235e+00°)
2.45470891568500e+05	(-2.69124960117772e-03dB,-3.97176569713265e+00°)
2.51188643150955e+05	(-2.68753542571644e-03dB,-4.06966597072959e+00°)
2.57039578276883e+05	(-2.68373011049829e-03dB,-4.16974310317433e+00°)
2.63026799189535e+05	(-2.67984855021083e-03dB,-4.27205151615127e+00°)
2.69153480392688e+05	(-2.67590769451784e-03dB,-4.37664691107075e+00°)
2.75422870333813e+05	(-2.67192679796244e-03dB,-4.48358630545033e+00°)
2.81838293126442e+05	(-2.66792769555578e-03dB,-4.59292807047547e+00°)
2.88403150312657e+05	(-2.66393510629966e-03dB,-4.70473196979279e+00°)
2.95120922666635e+05	(-2.65997696788564e-03dB,-4.81905919959207e+00°)
3.01995172040197e+05	(-2.65608480534285e-03dB,-4.93597243003662e+00°)
3.09029543251355e+05	(-2.65229413719838e-03dB,-5.05553584810432e+00°)
3.16227766016834e+05	(-2.64864492291347e-03dB,-5.17781520190572e+00°)
3.23593656929624e+05	(-2.64518205562050e-03dB,-5.30287784654867e+00°)
3.31131121482586e+05	(-2.64195590483050e-03dB,-5.43079279162349e+00°)
3.38844156139198e+05	(-2.63902291385009e-03dB,-5.56163075038620e+00°)
3.46736850452527e+05	(-2.63644625755062e-03dB,-5.69546419072224e+00°)
3.54813389233570e+05	(-2.63429656639837e-03dB,-5.83236738797729e+00°)
3.63078054770096e+05	(-2.63265272324577e-03dB,-5.97241647974708e+00°)
3.71535229097167e+05	(-2.63160274012801e-03dB,-6.11568952272299e+00°)
3.80189396320556e+05	(-2.63124472304982e-03dB,-6.26226655169585e+00°)
3.89045144994275e+05	(-2.63168793322582e-03dB,-6.41222964082608e+00°)
3.98107170553492e+05	(-2.63305395446996e-03dB,-6.56566296729454e+00°)
4.07380277804107e+05	(-2.63547797716102e-03dB,-6.72265287745455e+00°)
4.16869383470329e+05	(-2.63911021010657e-03dB,-6.88328795561297e+00°)
4.26579518801586e+05	(-2.64411743304769e-03dB,-7.04765909557467e+00°)
4.36515832240160e+05	(-2.65068470346334e-03dB,-7.21585957509270e+00°)
4.46683592150957e+05	(-2.65901723292054e-03dB,-7.38798513337434e+00°)
4.57088189614868e+05	(-2.66934244951411e-03dB,-7.56413405180145e+00°)
4.67735141287191e+05	(-2.68191226463910e-03dB,-7.74440723803208e+00°)
4.78630092322631e+05	(-2.69700556408927e-03dB,-7.92890831365998e+00°)
4.89778819368439e+05	(-2.71493094546307e-03dB,-8.11774370561739e+00°)
5.01187233627265e+05	(-2.73602972579645e-03dB,-8.31102274151753e+00°)
5.12861383991357e+05	(-2.76067924606508e-03dB,-8.50885774914235e+00°)
5.24807460249765e+05	(-2.78929650124890e-03dB,-8.71136416029304e+00°)
5.37031796370245e+05	(-2.82234212788828e-03dB,-8.91866061923134e+00°)
5.49540873857616e+05	(-2.86032478394989e-03dB,-9.13086909595151e+00°)
5.62341325190341e+05	(-2.90380595909798e-03dB,-9.34811500453471e+00°)
5.75439937337148e+05	(-2.95340525742087e-03dB,-9.57052732685000e+00°)
5.88843655355580e+05	(-3.00980619841532e-03dB,-9.79823874187841e+00°)
6.02559586074349e+05	(-3.07376258674080e-03dB,-1.00313857609498e+01°)
6.16595001861473e+05	(-3.14610550576974e-03dB,-1.02701088691945e+01°)
6.30957344480184e+05	(-3.22775099574585e-03dB,-1.05145526735264e+01°)
6.45654229034646e+05	(-3.31970848265267e-03dB,-1.07648660574835e+01°)
6.60693448007586e+05	(-3.42309003071440e-03dB,-1.10212023432708e+01°)
6.76082975391971e+05	(-3.53912049813106e-03dB,-1.12837194613564e+01°)
6.91830970918926e+05	(-3.66914868343959e-03dB,-1.15525801279882e+01°)
7.07945784384127e+05	(-3.81465955815307e-03dB,-1.18279520310088e+01°)
7.24435960074979e+05	(-3.97728769049023e-03dB,-1.21100080243559e+01°)
7.41310241300906e+05	(-4.15883197498044e-03dB,-1.23989263316452e+01°)
7.58577575029172e+05	(-4.36127179355864e-03dB,-1.26948907592404e+01°)
7.76247116628680e+05	(-4.58678474579949e-03dB,-1.29980909192203e+01°)
7.94328234724269e+05	(-4.83776609866318e-03dB,-1.33087224626559e+01°)
8.12830516164087e+05	(-5.11685012060644e-03dB,-1.36269873236098e+01°)
8.31763771102658e+05	(-5.42693348005204e-03dB,-1.39530939742675e+01°)
8.51138038202363e+05	(-5.77120090517218e-03dB,-1.42872576915998e+01°)
8.70963589956067e+05	(-6.15315332012173e-03dB,-1.46297008359445e+01°)
8.91250938133732e+05	(-6.57663869284452e-03dB,-1.49806531418703e+01°)
9.12010839355895e+05	(-7.04588585104786e-03dB,-1.53403520216650e+01°)
9.33254300796976e+05	(-7.56554154638073e-03dB,-1.57090428817445e+01°)
9.54992586021421e+05	(-8.14071107229061e-03dB,-1.60869794522391e+01°)
9.77237220955795e+05	(-8.77700276830744e-03dB,-1.64744241299482e+01°)
1.00000000000000e+06	(-9.48057677334506e-03dB,-1.68716483347822e+01°)
