50.4, -28
67.2, -28
89.6, -25
119.47, -22.5
159.29, -19
212.39, -15.5
250, -10.5
275, -8.71
300, -7.26
325, -6.02
350, -4.68
375, -3.52
400, -1.94
425, -1.24
450, -0.6
475, -0.146
500, 0.285
525, 0.561
538, 0.828
550, 1.1
575, 1.34
600, 1.58
625, 1.58
625, 1.58
650, 1.58
1195, 1.1
1591, 1
2121, 1
2829, 1
3771, 1
5029, 1
