Freq.	V(vout)
1.12201845430196e+01	(9.53380992196536e+00dB,-2.47575564000914e+00°)
1.14815362149688e+01	(9.53343388369431e+00dB,-2.53336433012562e+00°)
1.17489755493953e+01	(9.53304014958943e+00dB,-2.59231068047555e+00°)
1.20226443461741e+01	(9.53262788820494e+00dB,-2.65262554817798e+00°)
1.23026877081238e+01	(9.53219622915386e+00dB,-2.71434048766723e+00°)
1.25892541179416e+01	(9.53174426129631e+00dB,-2.77748776541272e+00°)
1.28824955169313e+01	(9.53127103084449e+00dB,-2.84210037487406e+00°)
1.31825673855640e+01	(9.53077553938084e+00dB,-2.90821205168934e+00°)
1.34896288259165e+01	(9.53025674178553e+00dB,-2.97585728909402e+00°)
1.38038426460288e+01	(9.52971354406920e+00dB,-3.04507135356704e+00°)
1.41253754462275e+01	(9.52914480110681e+00dB,-3.11589030070047e+00°)
1.44543977074592e+01	(9.52854931426824e+00dB,-3.18835099128782e+00°)
1.47910838816820e+01	(9.52792582894095e+00dB,-3.26249110762573e+00°)
1.51356124843620e+01	(9.52727303194046e+00dB,-3.33834917002279e+00°)
1.54881661891248e+01	(9.52658954880306e+00dB,-3.41596455350822e+00°)
1.58489319246111e+01	(9.52587394095626e+00dB,-3.49537750473232e+00°)
1.62181009735892e+01	(9.52512470276142e+00dB,-3.57662915904944e+00°)
1.65958690743755e+01	(9.52434025842305e+00dB,-3.65976155777316e+00°)
1.69824365246174e+01	(9.52351895875917e+00dB,-3.74481766559199e+00°)
1.73780082874937e+01	(9.52265907782678e+00dB,-3.83184138813283e+00°)
1.77827941003892e+01	(9.52175880939631e+00dB,-3.92087758965768e+00°)
1.81970085860998e+01	(9.52081626326861e+00dB,-4.01197211087794e+00°)
1.86208713666286e+01	(9.51982946142807e+00dB,-4.10517178686870e+00°)
1.90546071796324e+01	(9.51879633402492e+00dB,-4.20052446506379e+00°)
1.94984459975804e+01	(9.51771471517952e+00dB,-4.29807902331056e+00°)
1.99526231496887e+01	(9.51658233860171e+00dB,-4.39788538796120e+00°)
2.04173794466952e+01	(9.51539683301738e+00dB,-4.49999455197541e+00°)
2.08929613085403e+01	(9.51415571739442e+00dB,-4.60445859300679e+00°)
2.13796208950222e+01	(9.51285639596033e+00dB,-4.71133069144300e+00°)
2.18776162394954e+01	(9.51149615300300e+00dB,-4.82066514836705e+00°)
2.23872113856833e+01	(9.51007214744599e+00dB,-4.93251740340429e+00°)
2.29086765276776e+01	(9.50858140718987e+00dB,-5.04694405241681e+00°)
2.34422881531991e+01	(9.50702082321033e+00dB,-5.16400286500348e+00°)
2.39883291901948e+01	(9.50538714340398e+00dB,-5.28375280176094e+00°)
2.45470891568502e+01	(9.50367696617204e+00dB,-5.40625403125691e+00°)
2.51188643150957e+01	(9.50188673373263e+00dB,-5.53156794666348e+00°)
2.57039578276885e+01	(9.50001272515139e+00dB,-5.65975718199399e+00°)
2.63026799189537e+01	(9.49805104908036e+00dB,-5.79088562788305e+00°)
2.69153480392690e+01	(9.49599763619469e+00dB,-5.92501844684415e+00°)
2.75422870333815e+01	(9.49384823131685e+00dB,-6.06222208793509e+00°)
2.81838293126444e+01	(9.49159838521743e+00dB,-6.20256430075609e+00°)
2.88403150312659e+01	(9.48924344608167e+00dB,-6.34611414869994e+00°)
2.95120922666637e+01	(9.48677855063110e+00dB,-6.49294202136810e+00°)
3.01995172040200e+01	(9.48419861488855e+00dB,-6.64311964606076e+00°)
3.09029543251358e+01	(9.48149832457622e+00dB,-6.79672009824193e+00°)
3.16227766016837e+01	(9.47867212513502e+00dB,-6.95381781087494e+00°)
3.23593656929627e+01	(9.47571421135436e+00dB,-7.11448858251598e+00°)
3.31131121482590e+01	(9.47261851660129e+00dB,-7.27880958404632e+00°)
3.38844156139201e+01	(9.46937870163788e+00dB,-7.44685936391634e+00°)
3.46736850452530e+01	(9.46598814301630e+00dB,-7.61871785176600e+00°)
3.54813389233574e+01	(9.46243992104069e+00dB,-7.79446636027877e+00°)
3.63078054770100e+01	(9.45872680728594e+00dB,-7.97418758511641e+00°)
3.71535229097171e+01	(9.45484125166313e+00dB,-8.15796560277396e+00°)
3.80189396320559e+01	(9.45077536902243e+00dB,-8.34588586618395e+00°)
3.89045144994279e+01	(9.44652092528452e+00dB,-8.53803519788980e+00°)
3.98107170553495e+01	(9.44206932309206e+00dB,-8.73450178059806e+00°)
4.07380277804111e+01	(9.43741158697430e+00dB,-8.93537514490867e+00°)
4.16869383470333e+01	(9.43253834801753e+00dB,-9.14074615401233e+00°)
4.26579518801591e+01	(9.42743982803627e+00dB,-9.35070698513246e+00°)
4.36515832240164e+01	(9.42210582324065e+00dB,-9.56535110747887e+00°)
4.46683592150961e+01	(9.41652568739673e+00dB,-9.78477325646868e+00°)
4.57088189614873e+01	(9.41068831447819e+00dB,-1.00090694039586e+01°)
4.67735141287196e+01	(9.40458212080936e+00dB,-1.02383367242216e+01°)
4.78630092322636e+01	(9.39819502670119e+00dB,-1.04726735553898e+01°)
4.89778819368444e+01	(9.39151443758436e+00dB,-1.07121793560724e+01°)
5.01187233627270e+01	(9.38452722464504e+00dB,-1.09569546568504e+01°)
5.12861383991362e+01	(9.37721970497228e+00dB,-1.12071010063334e+01°)
5.24807460249770e+01	(9.36957762122788e+00dB,-1.14627209114587e+01°)
5.37031796370250e+01	(9.36158612085300e+00dB,-1.17239177717005e+01°)
5.49540873857622e+01	(9.35322973482873e+00dB,-1.19907958068465e+01°)
5.62341325190346e+01	(9.34449235601164e+00dB,-1.22634599779957e+01°)
5.75439937337154e+01	(9.33535721706831e+00dB,-1.25420159014182e+01°)
5.88843655355586e+01	(9.32580686803799e+00dB,-1.28265697549159e+01°)
6.02559586074355e+01	(9.31582315355574e+00dB,-1.31172281763180e+01°)
6.16595001861479e+01	(9.30538718977369e+00dB,-1.34140981537395e+01°)
6.30957344480190e+01	(9.29447934102295e+00dB,-1.37172869072353e+01°)
6.45654229034652e+01	(9.28307919626329e+00dB,-1.40269017614784e+01°)
6.60693448007593e+01	(9.27116554537412e+00dB,-1.43430500090996e+01°)
6.76082975391978e+01	(9.25871635534522e+00dB,-1.46658387643302e+01°)
6.91830970918933e+01	(9.24570874643234e+00dB,-1.49953748066002e+01°)
7.07945784384134e+01	(9.23211896834849e+00dB,-1.53317644137598e+01°)
7.24435960074986e+01	(9.21792237656890e+00dB,-1.56751131846075e+01°)
7.41310241300914e+01	(9.20309340883371e+00dB,-1.60255258504333e+01°)
7.58577575029180e+01	(9.18760556193970e+00dB,-1.63831060753106e+01°)
7.76247116628688e+01	(9.17143136891899e+00dB,-1.67479562449041e+01°)
7.94328234724277e+01	(9.15454237670998e+00dB,-1.71201772435996e+01°)
8.12830516164095e+01	(9.13690912443237e+00dB,-1.74998682198049e+01°)
8.31763771102667e+01	(9.11850112238516e+00dB,-1.78871263393234e+01°)
8.51138038202372e+01	(9.09928683189320e+00dB,-1.82820465267596e+01°)
8.70963589956076e+01	(9.07923364613391e+00dB,-1.86847211949805e+01°)
8.91250938133741e+01	(9.05830787208219e+00dB,-1.90952399627319e+01°)
9.12010839355905e+01	(9.03647471371623e+00dB,-1.95136893605885e+01°)
9.33254300796986e+01	(9.01369825663246e+00dB,-1.99401525255071e+01°)
9.54992586021431e+01	(8.98994145422066e+00dB,-2.03747088843502e+01°)
9.77237220955805e+01	(8.96516611555412e+00dB,-2.08174338268550e+01°)
9.99999999999995e+01	(8.93933289515047e+00dB,-2.12683983686381e+01°)
1.02329299228075e+02	(8.91240128475920e+00dB,-2.17276688049494e+01°)
1.04712854805089e+02	(8.88432960733081e+00dB,-2.21953063560235e+01°)
1.07151930523760e+02	(8.85507501331856e+00dB,-2.26713668050167e+01°)
1.09647819614318e+02	(8.82459347945894e+00dB,-2.31559001296632e+01°)
1.12201845430196e+02	(8.79283981016889e+00dB,-2.36489501289438e+01°)
1.14815362149688e+02	(8.75976764168783e+00dB,-2.41505540462167e+01°)
1.17489755493952e+02	(8.72532944907930e+00dB,-2.46607421904263e+01°)
1.20226443461741e+02	(8.68947655619074e+00dB,-2.51795375571754e+01°)
1.23026877081237e+02	(8.65215914865118e+00dB,-2.57069554516144e+01°)
1.25892541179416e+02	(8.61332628996290e+00dB,-2.62430031152720e+01°)
1.28824955169313e+02	(8.57292594071716e+00dB,-2.67876793591187e+01°)
1.31825673855640e+02	(8.53090498093360e+00dB,-2.73409742053173e+01°)
1.34896288259165e+02	(8.48720923548825e+00dB,-2.79028685402688e+01°)
1.38038426460288e+02	(8.44178350255682e+00dB,-2.84733337817102e+01°)
1.41253754462275e+02	(8.39457158495718e+00dB,-2.90523315627502e+01°)
1.44543977074592e+02	(8.34551632422788e+00dB,-2.96398134358451e+01°)
1.47910838816820e+02	(8.29455963722893e+00dB,-3.02357205998181e+01°)
1.51356124843620e+02	(8.24164255499541e+00dB,-3.08399836530926e+01°)
1.54881661891247e+02	(8.18670526351591e+00dB,-3.14525223763650e+01°)
1.58489319246110e+02	(8.12968714604508e+00dB,-3.20732455479574e+01°)
1.62181009735892e+02	(8.07052682649319e+00dB,-3.27020507950805e+01°)
1.65958690743755e+02	(8.00916221336691e+00dB,-3.33388244841867e+01°)
1.69824365246173e+02	(7.94553054366363e+00dB,-3.39834416535096e+01°)
1.73780082874936e+02	(7.87956842604756e+00dB,-3.46357659907620e+01°)
1.77827941003891e+02	(7.81121188256072e+00dB,-3.52956498587973e+01°)
1.81970085860997e+02	(7.74039638804512e+00dB,-3.59629343718313e+01°)
1.86208713666286e+02	(7.66705690637498e+00dB,-3.66374495245750e+01°)
1.90546071796323e+02	(7.59112792252139e+00dB,-3.73190143763318e+01°)
1.94984459975803e+02	(7.51254346939445e+00dB,-3.80074372917876e+01°)
1.99526231496887e+02	(7.43123714833310e+00dB,-3.87025162398464e+01°)
2.04173794466952e+02	(7.34714214203824e+00dB,-3.94040391514655e+01°)
2.08929613085403e+02	(7.26019121867301e+00dB,-4.01117843370057e+01°)
2.13796208950222e+02	(7.17031672578331e+00dB,-4.08255209631531e+01°)
2.18776162394954e+02	(7.07745057262386e+00dB,-4.15450095889924e+01°)
2.23872113856832e+02	(6.98152419940780e+00dB,-4.22700027603143e+01°)
2.29086765276776e+02	(6.88246853193336e+00dB,-4.30002456607503e+01°)
2.34422881531991e+02	(6.78021391997564e+00dB,-4.37354768178284e+01°)
2.39883291901947e+02	(6.67469005776669e+00dB,-4.44754288615688e+01°)
2.45470891568501e+02	(6.56582588481953e+00dB,-4.52198293327758e+01°)
2.51188643150956e+02	(6.45354946528072e+00dB,-4.59684015377575e+01°)
2.57039578276885e+02	(6.33778784391887e+00dB,-4.67208654458165e+01°)
2.63026799189536e+02	(6.21846687676965e+00dB,-4.74769386255205e+01°)
2.69153480392690e+02	(6.09551103436006e+00dB,-4.82363372154833e+01°)
2.75422870333815e+02	(5.96884317531879e+00dB,-4.89987769251785e+01°)
2.81838293126443e+02	(5.83838428804411e+00dB,-4.97639740611790e+01°)
2.88403150312659e+02	(5.70405319793787e+00dB,-5.05316465741649e+01°)
2.95120922666637e+02	(5.56576623751939e+00dB,-5.13015151220901e+01°)
3.01995172040200e+02	(5.42343687649731e+00dB,-5.20733041450399e+01°)
3.09029543251357e+02	(5.27697530859468e+00dB,-5.28467429475611e+01°)
3.16227766016836e+02	(5.12628799158021e+00dB,-5.36215667846029e+01°)
3.23593656929626e+02	(4.97127713654845e+00dB,-5.43975179476850e+01°)
3.31131121482589e+02	(4.81184014199751e+00dB,-5.51743468485051e+01°)
3.38844156139200e+02	(4.64786896766204e+00dB,-5.59518130979282e+01°)
3.46736850452529e+02	(4.47924944235126e+00dB,-5.67296865791660e+01°)
3.54813389233573e+02	(4.30586049919658e+00dB,-5.75077485149732e+01°)
3.63078054770099e+02	(4.12757333070394e+00dB,-5.82857925298671e+01°)
3.71535229097170e+02	(3.94425045480204e+00dB,-5.90636257097416e+01°)
3.80189396320558e+02	(3.75574468164055e+00dB,-5.98410696628190e+01°)
3.89045144994278e+02	(3.56189796917669e+00dB,-6.06179615876976e+01°)
3.98107170553494e+02	(3.36254015353726e+00dB,-6.13941553563507e+01°)
4.07380277804110e+02	(3.15748753768674e+00dB,-6.21695226223790e+01°)
4.16869383470332e+02	(2.94654131898284e+00dB,-6.29439539676816e+01°)
4.26579518801589e+02	(2.72948583265114e+00dB,-6.37173601040993e+01°)
4.36515832240163e+02	(2.50608658392422e+00dB,-6.44896731506275e+01°)
4.46683592150960e+02	(2.27608803639288e+00dB,-6.52608480116662e+01°)
4.57088189614872e+02	(2.03921111779308e+00dB,-6.60308638877129e+01°)
4.67735141287195e+02	(1.79515039671687e+00dB,-6.67997259571986e+01°)
4.78630092322635e+02	(1.54357087423156e+00dB,-6.75674672772379e+01°)
4.89778819368442e+02	(1.28410432264979e+00dB,-6.83341509624396e+01°)
5.01187233627268e+02	(1.01634508910430e+00dB,-6.90998727153361e+01°)
5.12861383991361e+02	(7.39845263344965e-01dB,-6.98647638004115e+01°)
5.24807460249769e+02	(4.54109086231375e-01dB,-7.06289945774841e+01°)
5.37031796370249e+02	(1.58586446327889e-01dB,-7.13927787411573e+01°)
5.49540873857620e+02	(-1.47334725084354e-01dB,-7.21563784537522e+01°)
5.62341325190345e+02	(-4.64337397967270e-01dB,-7.29201106131377e+01°)
5.75439937337152e+02	(-7.93186025705030e-01dB,-7.36843545692639e+01°)
5.88843655355584e+02	(-1.13473914567575e+00dB,-7.44495617012137e+01°)
6.02559586074353e+02	(-1.48996448525955e+00dB,-7.52162674007749e+01°)
6.16595001861477e+02	(-1.85995720289254e+00dB,-7.59851061943695e+01°)
6.30957344480188e+02	(-2.24596208603258e+00dB,-7.67568309957595e+01°)
6.45654229034650e+02	(-2.64940079021187e+00dB,-7.75323378522460e+01°)
6.60693448007591e+02	(-3.07190556578546e+00dB,-7.83126980809302e+01°)
6.76082975391976e+02	(-3.51536142665563e+00dB,-7.90992004733641e+01°)
6.91830970918931e+02	(-3.98195943702552e+00dB,-7.98934074113987e+01°)
7.07945784384132e+02	(-4.47426483521999e+00dB,-8.06972305042557e+01°)
7.24435960074984e+02	(-4.99530524787496e+00dB,-8.15130340943549e+01°)
7.41310241300911e+02	(-5.54868654952229e+00dB,-8.23437793171553e+01°)
7.58577575029177e+02	(-6.13874745164237e+00dB,-8.31932284489053e+01°)
7.76247116628685e+02	(-6.77076944872917e+00dB,-8.40662410568632e+01°)
7.94328234724275e+02	(-7.45126769626784e+00dB,-8.49692137897429e+01°)
8.12830516164092e+02	(-8.18840328579854e+00dB,-8.59107519888497e+01°)
8.31763771102664e+02	(-8.99258304008524e+00dB,-8.69027290178343e+01°)
8.51138038202369e+02	(-9.87735896151918e+00dB,-8.79620215321020e+01°)
8.70963589956073e+02	(-1.08608258672111e+01dB,-8.91134822767251e+01°)
8.91250938133738e+02	(-1.19678869742908e+01dB,-9.03953153662210e+01°)
9.12010839355902e+02	(-1.32341188367757e+01dB,-9.18694615935084e+01°)
9.33254300796983e+02	(-1.47127909372305e+01dB,-9.36434089074322e+01°)
9.54992586021428e+02	(-1.64886497332818e+01dB,-9.59212396192094e+01°)
9.77237220955802e+02	(-1.87077621698071e+01dB,-9.91419916190462e+01°)
9.99999999999991e+02	(-2.16499788240907e+01dB,-1.04442357842444e+02°)
1.02329299228075e+03	(-2.59125061029216e+01dB,-1.15786394157119e+02°)
1.04712854805089e+03	(-3.19739829314802e+01dB,-1.53926895538211e+02°)
1.07151930523760e+03	(-2.97744148788936e+01dB,1.33760279617150e+02°)
1.09647819614318e+03	(-2.41805699286526e+01dB,1.10333450767623e+02°)
1.12201845430195e+03	(-2.04899482962540e+01dB,1.02036139594775e+02°)
1.14815362149687e+03	(-1.78518813923919e+01dB,9.76976531548026e+01°)
1.17489755493952e+03	(-1.58136890428708e+01dB,9.48899950609347e+01°)
1.20226443461740e+03	(-1.41564871737522e+01dB,9.28249628435003e+01°)
1.23026877081237e+03	(-1.27612725210871e+01dB,9.11742510166898e+01°)
1.25892541179416e+03	(-1.15568087350242e+01dB,8.97774602678367e+01°)
1.28824955169312e+03	(-1.04972530709297e+01dB,8.85470785461670e+01°)
1.31825673855640e+03	(-9.55143026263904e+00dB,8.74313320172372e+01°)
1.34896288259164e+03	(-8.69720447880288e+00dB,8.63976286304743e+01°)
1.38038426460287e+03	(-7.91830562456652e+00dB,8.54244171761525e+01°)
1.41253754462274e+03	(-7.20243255115269e+00dB,8.44968656412156e+01°)
1.44543977074591e+03	(-6.54006408771188e+00dB,8.36044216892091e+01°)
1.47910838816819e+03	(-5.92368357986737e+00dB,8.27393643917447e+01°)
1.51356124843619e+03	(-5.34725587300938e+00dB,8.18959074572065e+01°)
1.54881661891247e+03	(-4.80586429020359e+00dB,8.10696237607950e+01°)
1.58489319246110e+03	(-4.29545232784695e+00dB,8.02570645606798e+01°)
1.62181009735891e+03	(-3.81263583273744e+00dB,7.94555007450766e+01°)
1.65958690743754e+03	(-3.35456379394287e+00dB,7.86627428619082e+01°)
1.69824365246173e+03	(-2.91881340055936e+00dB,7.78770133484448e+01°)
1.73780082874936e+03	(-2.50330972120324e+00dB,7.70968541530280e+01°)
1.77827941003891e+03	(-2.10626338311605e+00dB,7.63210588506191e+01°)
1.81970085860997e+03	(-1.72612161568699e+00dB,7.55486220246750e+01°)
1.86208713666285e+03	(-1.36152935723710e+00dB,7.47787010238700e+01°)
1.90546071796323e+03	(-1.01129803675011e+00dB,7.40105867216396e+01°)
1.94984459975803e+03	(-6.74380277725075e-01dB,7.32436809146307e+01°)
1.99526231496886e+03	(-3.49849220754635e-01dB,7.24774786771670e+01°)
2.04173794466951e+03	(-3.68814838985459e-02dB,7.17115544565737e+01°)
2.08929613085402e+03	(2.65256985616460e-01dB,7.09455510203552e+01°)
2.13796208950221e+03	(5.57222742258052e-01dB,7.01791705968581e+01°)
2.18776162394953e+03	(8.39604801015922e-01dB,6.94121677162780e+01°)
2.23872113856832e+03	(1.11293307293088e+00dB,6.86443433786741e+01°)
2.29086765276775e+03	(1.37768555260856e+00dB,6.78755402635174e+01°)
2.34422881531990e+03	(1.63429447667360e+00dB,6.71056387604264e+01°)
2.39883291901947e+03	(1.88315162855183e+00dB,6.63345536495111e+01°)
2.45470891568501e+03	(2.12461293099488e+00dB,6.55622312966212e+01°)
2.51188643150955e+03	(2.35900244106936e+00dB,6.47886472569399e+01°)
2.57039578276884e+03	(2.58661584120856e+00dB,6.40138042020498e+01°)
2.63026799189535e+03	(2.80772350309653e+00dB,6.32377301024569e+01°)
2.69153480392689e+03	(3.02257318766199e+00dB,6.24604766107890e+01°)
2.75422870333814e+03	(3.23139243357739e+00dB,6.16821176013665e+01°)
2.81838293126442e+03	(3.43439067783332e+00dB,6.09027478302269e+01°)
2.88403150312658e+03	(3.63176114476291e+00dB,6.01224816864540e+01°)
2.95120922666635e+03	(3.82368253399727e+00dB,5.93414520111893e+01°)
3.01995172040198e+03	(4.01032053298346e+00dB,5.85598089652564e+01°)
3.09029543251356e+03	(4.19182917568972e+00dB,5.77777189301194e+01°)
3.16227766016835e+03	(4.36835206580205e+00dB,5.69953634300863e+01°)
3.23593656929625e+03	(4.54002347995357e+00dB,5.62129380663721e+01°)
3.31131121482588e+03	(4.70696936422524e+00dB,5.54306514559475e+01°)
3.38844156139199e+03	(4.86930823523236e+00dB,5.46487241700963e+01°)
3.46736850452528e+03	(5.02715199550062e+00dB,5.38673876693213e+01°)
3.54813389233572e+03	(5.18060667148653e+00dB,5.30868832327379e+01°)
3.63078054770097e+03	(5.32977308146640e+00dB,5.23074608813889e+01°)
3.71535229097168e+03	(5.47474743957071e+00dB,5.15293782960350e+01°)
