Freq.	V(vout)
3.80189396320557e+03	(5.61562190144671e+00dB,5.07528997309371e+01°)
3.89045144994276e+03	(5.75248505636871e+00dB,4.99782949259635e+01°)
3.98107170553493e+03	(5.88542237006071e+00dB,4.92058380200367e+01°)
4.07380277804108e+03	(6.01451658203379e+00dB,4.84358064694858e+01°)
4.16869383470331e+03	(6.13984806085578e+00dB,4.76684799753075e+01°)
4.26579518801588e+03	(6.26149512045111e+00dB,4.69041394236530e+01°)
4.36515832240161e+03	(6.37953430026365e+00dB,4.61430658440701e+01°)
4.46683592150958e+03	(6.49404061189515e+00dB,4.53855393901379e+01°)
4.57088189614870e+03	(6.60508775464928e+00dB,4.46318383471421e+01°)
4.67735141287193e+03	(6.71274830225888e+00dB,4.38822381713587e+01°)
4.78630092322633e+03	(6.81709386294605e+00dB,4.31370105653582e+01°)
4.89778819368441e+03	(6.91819521485609e+00dB,4.23964225935053e+01°)
5.01187233627267e+03	(7.01612241881210e+00dB,4.16607358415310e+01°)
5.12861383991359e+03	(7.11094491025495e+00dB,4.09302056236990e+01°)
5.24807460249767e+03	(7.20273157215790e+00dB,4.02050802406863e+01°)
5.37031796370247e+03	(7.29155079063564e+00dB,3.94856002908574e+01°)
5.49540873857618e+03	(7.37747049490168e+00dB,3.87719980371442e+01°)
5.62341325190343e+03	(7.46055818316223e+00dB,3.80644968312590e+01°)
5.75439937337150e+03	(7.54088093597048e+00dB,3.73633105964719e+01°)
5.88843655355582e+03	(7.61850541849925e+00dB,3.66686433696870e+01°)
6.02559586074351e+03	(7.69349787312259e+00dB,3.59806889030677e+01°)
6.16595001861475e+03	(7.76592410362839e+00dB,3.52996303249831e+01°)
6.30957344480186e+03	(7.83584945231261e+00dB,3.46256398596005e+01°)
6.45654229034648e+03	(7.90333877113289e+00dB,3.39588786040212e+01°)
6.60693448007588e+03	(7.96845638802495e+00dB,3.32994963614675e+01°)
6.76082975391974e+03	(8.03126606940879e+00dB,3.26476315286703e+01°)
6.91830970918928e+03	(8.09183097983544e+00dB,3.20034110352909e+01°)
7.07945784384129e+03	(8.15021363964715e+00dB,3.13669503329321e+01°)
7.24435960074981e+03	(8.20647588144745e+00dB,3.07383534310610e+01°)
7.41310241300908e+03	(8.26067880610079e+00dB,3.01177129769722e+01°)
7.58577575029174e+03	(8.31288273890668e+00dB,2.95051103767698e+01°)
7.76247116628682e+03	(8.36314718652019e+00dB,2.89006159542336e+01°)
7.94328234724272e+03	(8.41153079511943e+00dB,2.83042891443689e+01°)
8.12830516164089e+03	(8.45809131025309e+00dB,2.77161787183970e+01°)
8.31763771102661e+03	(8.50288553873572e+00dB,2.71363230369491e+01°)
8.51138038202366e+03	(8.54596931289754e+00dB,2.65647503282516e+01°)
8.70963589956070e+03	(8.58739745743748e+00dB,2.60014789881505e+01°)
8.91250938133734e+03	(8.62722375907485e+00dB,2.54465178989066e+01°)
9.12010839355898e+03	(8.66550093914534e+00dB,2.48998667637938e+01°)
9.33254300796979e+03	(8.70228062924129e+00dB,2.43615164546593e+01°)
9.54992586021424e+03	(8.73761334995601e+00dB,2.38314493697377e+01°)
9.77237220955798e+03	(8.77154849275342e+00dB,2.33096397991643e+01°)
9.99999999999987e+03	(8.80413430495260e+00dB,2.27960542957868e+01°)
1.02329299228074e+04	(8.83541787778725e+00dB,2.22906520490439e+01°)
1.04712854805089e+04	(8.86544513747455e+00dB,2.17933852598427e+01°)
1.07151930523759e+04	(8.89426083920718e+00dB,2.13041995145410e+01°)
1.09647819614317e+04	(8.92190856396314e+00dB,2.08230341563074e+01°)
1.12201845430195e+04	(8.94843071801359e+00dB,2.03498226523013e+01°)
1.14815362149687e+04	(8.97386853499675e+00dB,1.98844929552757e+01°)
1.17489755493951e+04	(8.99826208041635e+00dB,1.94269678583681e+01°)
1.20226443461740e+04	(9.02165025841666e+00dB,1.89771653419936e+01°)
1.23026877081237e+04	(9.04407082068107e+00dB,1.85349989119011e+01°)
1.25892541179415e+04	(9.06556037729892e+00dB,1.81003779275924e+01°)
1.28824955169312e+04	(9.08615440944405e+00dB,1.76732079204313e+01°)
1.31825673855639e+04	(9.10588728370973e+00dB,1.72533909008929e+01°)
1.34896288259164e+04	(9.12479226794591e+00dB,1.68408256545149e+01°)
1.38038426460287e+04	(9.14290154844883e+00dB,1.64354080262172e+01°)
1.41253754462274e+04	(9.16024624835620e+00dB,1.60370311927493e+01°)
1.44543977074591e+04	(9.17685644710675e+00dB,1.56455859231154e+01°)
1.47910838816819e+04	(9.19276120082851e+00dB,1.52609608269020e+01°)
1.51356124843619e+04	(9.20798856352551e+00dB,1.48830425905044e+01°)
1.54881661891246e+04	(9.22256560894018e+00dB,1.45117162013126e+01°)
1.58489319246109e+04	(9.23651845297442e+00dB,1.41468651599697e+01°)
1.62181009735891e+04	(9.24987227655982e+00dB,1.37883716808684e+01°)
1.65958690743754e+04	(9.26265134887407e+00dB,1.34361168810888e+01°)
1.69824365246172e+04	(9.27487905080798e+00dB,1.30899809580218e+01°)
1.73780082874935e+04	(9.28657789859394e+00dB,1.27498433559483e+01°)
1.77827941003890e+04	(9.29776956751384e+00dB,1.24155829218737e+01°)
1.81970085860996e+04	(9.30847491561070e+00dB,1.20870780509351e+01°)
1.86208713666284e+04	(9.31871400733527e+00dB,1.17642068217169e+01°)
1.90546071796322e+04	(9.32850613706412e+00dB,1.14468471218225e+01°)
1.94984459975802e+04	(9.33786985243281e+00dB,1.11348767640576e+01°)
1.99526231496885e+04	(9.34682297743216e+00dB,1.08281735935892e+01°)
2.04173794466950e+04	(9.35538263522221e+00dB,1.05266155864441e+01°)
2.08929613085401e+04	(9.36356527062256e+00dB,1.02300809397153e+01°)
2.13796208950220e+04	(9.37138667224309e+00dB,9.93844815383814e+00°)
2.18776162394952e+04	(9.37886199422363e+00dB,9.65159610729957e+00°)
2.23872113856831e+04	(9.38600577755453e+00dB,9.36940412413588e+00°)
2.29086765276774e+04	(9.39283197095560e+00dB,9.09175203456789e+00°)
2.34422881531989e+04	(9.39935395129224e+00dB,8.81852022911622e+00°)
2.39883291901946e+04	(9.40558454351342e+00dB,8.54958970652928e+00°)
2.45470891568500e+04	(9.41153604009690e+00dB,8.28484211584807e+00°)
2.51188643150954e+04	(9.41722021999190e+00dB,8.02415979292106e+00°)
2.57039578276883e+04	(9.42264836705065e+00dB,7.76742579167238e+00°)
2.63026799189534e+04	(9.42783128794301e+00dB,7.51452391041500e+00°)
2.69153480392688e+04	(9.43277932955093e+00dB,7.26533871348983e+00°)
2.75422870333813e+04	(9.43750239584072e+00dB,7.01975554850010e+00°)
2.81838293126441e+04	(9.44200996421318e+00dB,6.77766055939855e+00°)
2.88403150312656e+04	(9.44631110133347e+00dB,6.53894069567420e+00°)
2.95120922666634e+04	(9.45041447844323e+00dB,6.30348371787318e+00°)
3.01995172040197e+04	(9.45432838615946e+00dB,6.07117819967794e+00°)
3.09029543251354e+04	(9.45806074876523e+00dB,5.84191352675699e+00°)
3.16227766016833e+04	(9.46161913799840e+00dB,5.61557989258718e+00°)
3.23593656929623e+04	(9.46501078634530e+00dB,5.39206829143965e+00°)
3.31131121482586e+04	(9.46824259984701e+00dB,5.17127050871048e+00°)
3.38844156139197e+04	(9.47132117042655e+00dB,4.95307910876671e+00°)
3.46736850452526e+04	(9.47425278774547e+00dB,4.73738742046892e+00°)
3.54813389233570e+04	(9.47704345059910e+00dB,4.52408952052263e+00°)
3.63078054770096e+04	(9.47969887785961e+00dB,4.31308021480076e+00°)
3.71535229097167e+04	(9.48222451897697e+00dB,4.10425501777184e+00°)
3.80189396320555e+04	(9.48462556404679e+00dB,3.89751013015965e+00°)
3.89045144994275e+04	(9.48690695345570e+00dB,3.69274241495227e+00°)
3.98107170553491e+04	(9.48907338711360e+00dB,3.48984937187120e+00°)
4.07380277804107e+04	(9.49112933328294e+00dB,3.28872911040318e+00°)
4.16869383470329e+04	(9.49307903701472e+00dB,3.08928032149142e+00°)
4.26579518801586e+04	(9.49492652820108e+00dB,2.89140224797582e+00°)
4.36515832240159e+04	(9.49667562925387e+00dB,2.69499465386569e+00°)
4.46683592150956e+04	(9.49832996241885e+00dB,2.49995779252220e+00°)
4.57088189614868e+04	(9.49989295673455e+00dB,2.30619237382326e+00°)
4.67735141287191e+04	(9.50136785464492e+00dB,2.11359953037681e+00°)
4.78630092322631e+04	(9.50275771827450e+00dB,1.92208078284475e+00°)
4.89778819368439e+04	(9.50406543537461e+00dB,1.73153800443426e+00°)
5.01187233627264e+04	(9.50529372494865e+00dB,1.54187338460932e+00°)
5.12861383991357e+04	(9.50644514256474e+00dB,1.35298939207040e+00°)
5.24807460249764e+04	(9.50752208536291e+00dB,1.16478873704773e+00°)
5.37031796370244e+04	(9.50852679676442e+00dB,9.77174332948086e-01°)
5.49540873857616e+04	(9.50946137089014e+00dB,7.90049257393032e-01°)
5.62341325190340e+04	(9.51032775669430e+00dB,6.03316712682915e-01°)
5.75439937337148e+04	(9.51112776182036e+00dB,4.16879985717744e-01°)
5.88843655355580e+04	(9.51186305618454e+00dB,2.30642407403451e-01°)
6.02559586074348e+04	(9.51253517529274e+00dB,4.45073115699165e-02°)
6.16595001861472e+04	(9.51314552329588e+00dB,-1.41622006576513e-01°)
6.30957344480183e+04	(9.51369537578893e+00dB,-3.27842332443185e-01°)
6.45654229034645e+04	(9.51418588235739e+00dB,-5.14250574466099e-01°)
6.60693448007586e+04	(9.51461806887601e+00dB,-7.00943806930688e-01°)
6.76082975391971e+04	(9.51499283956313e+00dB,-8.88019313183131e-01°)
6.91830970918925e+04	(9.51531097879390e+00dB,-1.07557462921753e+00°)
7.07945784384127e+04	(9.51557315267584e+00dB,-1.26370758762557e+00°)
7.24435960074979e+04	(9.51577991038864e+00dB,-1.45251636189675e+00°)
7.41310241300906e+04	(9.51593168529125e+00dB,-1.64209951105802e+00°)
7.58577575029172e+04	(9.51602879579741e+00dB,-1.83255602464286e+00°)
7.76247116628679e+04	(9.51607144602159e+00dB,-2.02398536797970e+00°)
7.94328234724269e+04	(9.51605972619638e+00dB,-2.21648752779150e+00°)
8.12830516164086e+04	(9.51599361286171e+00dB,-2.41016305809754e+00°)
8.31763771102658e+04	(9.51587296882703e+00dB,-2.60511312640900e+00°)
8.51138038202363e+04	(9.51569754290563e+00dB,-2.80143956021042e+00°)
8.70963589956067e+04	(9.51546696942146e+00dB,-2.99924489371934e+00°)
8.91250938133731e+04	(9.51518076748716e+00dB,-3.19863241491453e+00°)
9.12010839355895e+04	(9.51483834005265e+00dB,-3.39970621282606e+00°)
9.33254300796976e+04	(9.51443897272254e+00dB,-3.60257122507613e+00°)
9.54992586021420e+04	(9.51398183234067e+00dB,-3.80733328566302e+00°)
9.77237220955795e+04	(9.51346596533962e+00dB,-4.01409917297589e+00°)
1.00000000000000e+05	(9.51289029585249e+00dB,-4.22297665803106e+00°)
